"REGIONE";"COLLEGIO";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"LAZIO";"SORA-CASSINO";"PASTENA";1348;;1227;;74;"MSI";"84"
"LAZIO";"SORA-CASSINO";"PASTENA";1348;;1227;;74;"PRI";"6"
"LAZIO";"SORA-CASSINO";"PASTENA";1348;;1227;;74;"PCI-PSIUP";"37"
"LAZIO";"SORA-CASSINO";"PASTENA";1348;;1227;;74;"AZ.CR.POP.";"18"
"LAZIO";"SORA-CASSINO";"PASTENA";1348;;1227;;74;"PSDI";"165"
"LAZIO";"SORA-CASSINO";"PASTENA";1348;;1227;;74;"PSI";"109"
"LAZIO";"SORA-CASSINO";"PESCOSOLIDO";1257;;847;;20;"DC";"466"
"LAZIO";"SORA-CASSINO";"PESCOSOLIDO";1257;;847;;20;"PLI";"3"
"LAZIO";"SORA-CASSINO";"PESCOSOLIDO";1257;;847;;20;"MSI";"28"
"LAZIO";"SORA-CASSINO";"PESCOSOLIDO";1257;;847;;20;"PRI";"1"
"LAZIO";"SORA-CASSINO";"PESCOSOLIDO";1257;;847;;20;"PCI-PSIUP";"123"
"LAZIO";"SORA-CASSINO";"PESCOSOLIDO";1257;;847;;20;"AZ.CR.POP.";"65"
"LAZIO";"SORA-CASSINO";"PESCOSOLIDO";1257;;847;;20;"PSDI";"109"
"LAZIO";"SORA-CASSINO";"PESCOSOLIDO";1257;;847;;20;"PSI";"21"
"LAZIO";"SORA-CASSINO";"PICINISCO";1350;;852;;31;"DC";"596"
"LAZIO";"SORA-CASSINO";"PICINISCO";1350;;852;;31;"PLI";"30"
"LAZIO";"SORA-CASSINO";"PICINISCO";1350;;852;;31;"MSI";"54"
"LAZIO";"SORA-CASSINO";"PICINISCO";1350;;852;;31;"PRI";"14"
"LAZIO";"SORA-CASSINO";"PICINISCO";1350;;852;;31;"PCI-PSIUP";"56"
"LAZIO";"SORA-CASSINO";"PICINISCO";1350;;852;;31;"AZ.CR.POP.";"3"
"LAZIO";"SORA-CASSINO";"PICINISCO";1350;;852;;31;"PSDI";"24"
"LAZIO";"SORA-CASSINO";"PICINISCO";1350;;852;;31;"PSI";"22"
"LAZIO";"SORA-CASSINO";"PICO";2042;;1841;;49;"DC";"638"
"LAZIO";"SORA-CASSINO";"PICO";2042;;1841;;49;"PLI";"23"
"LAZIO";"SORA-CASSINO";"PICO";2042;;1841;;49;"MSI";"66"
"LAZIO";"SORA-CASSINO";"PICO";2042;;1841;;49;"PRI";"583"
"LAZIO";"SORA-CASSINO";"PICO";2042;;1841;;49;"PCI-PSIUP";"201"
"LAZIO";"SORA-CASSINO";"PICO";2042;;1841;;49;"AZ.CR.POP.";"17"
"LAZIO";"SORA-CASSINO";"PICO";2042;;1841;;49;"PSDI";"166"
"LAZIO";"SORA-CASSINO";"PICO";2042;;1841;;49;"PSI";"54"
"LAZIO";"SORA-CASSINO";"PIEDIMONTE SAN GERMANO";1874;;1720;;84;"DC";"754"
"LAZIO";"SORA-CASSINO";"PIEDIMONTE SAN GERMANO";1874;;1720;;84;"PLI";"84"
"LAZIO";"SORA-CASSINO";"PIEDIMONTE SAN GERMANO";1874;;1720;;84;"MSI";"119"
"LAZIO";"SORA-CASSINO";"PIEDIMONTE SAN GERMANO";1874;;1720;;84;"PRI";"5"
"LAZIO";"SORA-CASSINO";"PIEDIMONTE SAN GERMANO";1874;;1720;;84;"PCI-PSIUP";"359"
"LAZIO";"SORA-CASSINO";"PIEDIMONTE SAN GERMANO";1874;;1720;;84;"AZ.CR.POP.";"8"
"LAZIO";"SORA-CASSINO";"PIEDIMONTE SAN GERMANO";1874;;1720;;84;"PSDI";"150"
"LAZIO";"SORA-CASSINO";"PIEDIMONTE SAN GERMANO";1874;;1720;;84;"PSI";"123"
"LAZIO";"SORA-CASSINO";"PIGNATARO INTERAMNA";1380;;1055;;55;"DC";"493"
"LAZIO";"SORA-CASSINO";"PIGNATARO INTERAMNA";1380;;1055;;55;"PLI";"71"
"LAZIO";"SORA-CASSINO";"PIGNATARO INTERAMNA";1380;;1055;;55;"MSI";"98"
"LAZIO";"SORA-CASSINO";"PIGNATARO INTERAMNA";1380;;1055;;55;"PRI";"9"
"LAZIO";"SORA-CASSINO";"PIGNATARO INTERAMNA";1380;;1055;;55;"PCI-PSIUP";"181"
"LAZIO";"SORA-CASSINO";"PIGNATARO INTERAMNA";1380;;1055;;55;"AZ.CR.POP.";"7"
"LAZIO";"SORA-CASSINO";"PIGNATARO INTERAMNA";1380;;1055;;55;"PSDI";"17"
"LAZIO";"SORA-CASSINO";"PIGNATARO INTERAMNA";1380;;1055;;55;"PSI";"93"
"LAZIO";"SORA-CASSINO";"PONTECORVO";6869;;6359;;178;"DC";"3122"
"LAZIO";"SORA-CASSINO";"PONTECORVO";6869;;6359;;178;"PLI";"235"
"LAZIO";"SORA-CASSINO";"PONTECORVO";6869;;6359;;178;"MSI";"802"
"LAZIO";"SORA-CASSINO";"PONTECORVO";6869;;6359;;178;"PRI";"58"
"LAZIO";"SORA-CASSINO";"PONTECORVO";6869;;6359;;178;"PCI-PSIUP";"937"
"LAZIO";"SORA-CASSINO";"PONTECORVO";6869;;6359;;178;"AZ.CR.POP.";"176"
"LAZIO";"SORA-CASSINO";"PONTECORVO";6869;;6359;;178;"PSDI";"286"
"LAZIO";"SORA-CASSINO";"PONTECORVO";6869;;6359;;178;"PSI";"403"
"LOMBARDIA";"TREVIGLIO";"CANONICA D'ADDA";1987;;1944;;37;"MSI";"59"
"LOMBARDIA";"TREVIGLIO";"CANONICA D'ADDA";1987;;1944;;37;"PSDI";"84"
"LOMBARDIA";"TREVIGLIO";"CANONICA D'ADDA";1987;;1944;;37;"PRI";"50"
"LOMBARDIA";"TREVIGLIO";"CAPRIATE SAN GERVASIO";3815;;3732;;106;"PCI-PSIUP";"657"
"LOMBARDIA";"TREVIGLIO";"CAPRIATE SAN GERVASIO";3815;;3732;;106;"DC";"2074"
"LOMBARDIA";"TREVIGLIO";"CAPRIATE SAN GERVASIO";3815;;3732;;106;"PLI";"79"
"LOMBARDIA";"TREVIGLIO";"CAPRIATE SAN GERVASIO";3815;;3732;;106;"PSI";"477"
"LOMBARDIA";"TREVIGLIO";"CAPRIATE SAN GERVASIO";3815;;3732;;106;"MSI";"102"
"LOMBARDIA";"TREVIGLIO";"CAPRIATE SAN GERVASIO";3815;;3732;;106;"PSDI";"178"
"LOMBARDIA";"TREVIGLIO";"CAPRIATE SAN GERVASIO";3815;;3732;;106;"PRI";"27"
"LOMBARDIA";"TREVIGLIO";"CARAVAGGIO";8318;;8069;;385;"PCI-PSIUP";"1976"
"LOMBARDIA";"TREVIGLIO";"CARAVAGGIO";8318;;8069;;385;"DC";"3448"
"LOMBARDIA";"TREVIGLIO";"CARAVAGGIO";8318;;8069;;385;"PLI";"328"
"LOMBARDIA";"TREVIGLIO";"CARAVAGGIO";8318;;8069;;385;"PSI";"962"
"LOMBARDIA";"TREVIGLIO";"CARAVAGGIO";8318;;8069;;385;"MSI";"281"
"LOMBARDIA";"TREVIGLIO";"CARAVAGGIO";8318;;8069;;385;"PSDI";"471"
"LOMBARDIA";"TREVIGLIO";"CARAVAGGIO";8318;;8069;;385;"PRI";"130"
"LOMBARDIA";"TREVIGLIO";"CASIRATE D'ADDA";1341;;1300;;29;"PCI-PSIUP";"127"
"LOMBARDIA";"TREVIGLIO";"CASIRATE D'ADDA";1341;;1300;;29;"DC";"820"
"LOMBARDIA";"TREVIGLIO";"CASIRATE D'ADDA";1341;;1300;;29;"PLI";"36"
"LOMBARDIA";"TREVIGLIO";"CASIRATE D'ADDA";1341;;1300;;29;"PSI";"153"
"LOMBARDIA";"TREVIGLIO";"CASIRATE D'ADDA";1341;;1300;;29;"MSI";"47"
"LOMBARDIA";"TREVIGLIO";"CASIRATE D'ADDA";1341;;1300;;29;"PSDI";"51"
"LOMBARDIA";"TREVIGLIO";"CASIRATE D'ADDA";1341;;1300;;29;"PRI";"23"
"LOMBARDIA";"TREVIGLIO";"CASTEL ROZZONE";941;;926;;41;"PCI-PSIUP";"105"
"LOMBARDIA";"TREVIGLIO";"CASTEL ROZZONE";941;;926;;41;"DC";"626"
"LOMBARDIA";"TREVIGLIO";"CASTEL ROZZONE";941;;926;;41;"PLI";"19"
"LOMBARDIA";"TREVIGLIO";"CASTEL ROZZONE";941;;926;;41;"PSI";"68"
"LOMBARDIA";"TREVIGLIO";"CASTEL ROZZONE";941;;926;;41;"MSI";"9"
"LOMBARDIA";"TREVIGLIO";"CASTEL ROZZONE";941;;926;;41;"PSDI";"39"
"LOMBARDIA";"TREVIGLIO";"CASTEL ROZZONE";941;;926;;41;"PRI";"7"
"LOMBARDIA";"TREVIGLIO";"CAVERNAGO";364;;359;;6;"PCI-PSIUP";"20"
"LOMBARDIA";"TREVIGLIO";"CAVERNAGO";364;;359;;6;"DC";"262"
"LOMBARDIA";"TREVIGLIO";"CAVERNAGO";364;;359;;6;"PLI";"16"
"LOMBARDIA";"TREVIGLIO";"CAVERNAGO";364;;359;;6;"PSI";"26"
"LOMBARDIA";"TREVIGLIO";"CAVERNAGO";364;;359;;6;"MSI";"13"
"LOMBARDIA";"TREVIGLIO";"CAVERNAGO";364;;359;;6;"PSDI";"10"
"LOMBARDIA";"TREVIGLIO";"CAVERNAGO";364;;359;;6;"PRI";"1"
"LOMBARDIA";"TREVIGLIO";"CHIGNOLO D'ISOLA";975;;945;;25;"PCI-PSIUP";"88"
"LOMBARDIA";"TREVIGLIO";"CHIGNOLO D'ISOLA";975;;945;;25;"DC";"636"
"LOMBARDIA";"TREVIGLIO";"CHIGNOLO D'ISOLA";975;;945;;25;"PLI";"12"
"LOMBARDIA";"TREVIGLIO";"CHIGNOLO D'ISOLA";975;;945;;25;"PSI";"119"
"LOMBARDIA";"TREVIGLIO";"CHIGNOLO D'ISOLA";975;;945;;25;"MSI";"19"
"LOMBARDIA";"TREVIGLIO";"CHIGNOLO D'ISOLA";975;;945;;25;"PSDI";"29"
"LOMBARDIA";"TREVIGLIO";"CHIGNOLO D'ISOLA";975;;945;;25;"PRI";"5"
"LOMBARDIA";"TREVIGLIO";"CISERANO";1893;;1824;;57;"PCI-PSIUP";"312"
"LOMBARDIA";"TREVIGLIO";"CISERANO";1893;;1824;;57;"DC";"980"
"LOMBARDIA";"TREVIGLIO";"CISERANO";1893;;1824;;57;"PLI";"39"
"LOMBARDIA";"TREVIGLIO";"CISERANO";1893;;1824;;57;"PSI";"265"
"LOMBARDIA";"TREVIGLIO";"CISERANO";1893;;1824;;57;"MSI";"43"
"LOMBARDIA";"TREVIGLIO";"CISERANO";1893;;1824;;57;"PSDI";"77"
"LOMBARDIA";"TREVIGLIO";"CISERANO";1893;;1824;;57;"PRI";"18"
"LOMBARDIA";"TREVIGLIO";"CIVIDATE AL PIANO";2157;;2100;;61;"PCI-PSIUP";"406"
"LOMBARDIA";"TREVIGLIO";"CIVIDATE AL PIANO";2157;;2100;;61;"DC";"1166"
"LOMBARDIA";"TREVIGLIO";"CIVIDATE AL PIANO";2157;;2100;;61;"PLI";"32"
"LOMBARDIA";"TREVIGLIO";"CIVIDATE AL PIANO";2157;;2100;;61;"PSI";"271"
"LOMBARDIA";"TREVIGLIO";"CIVIDATE AL PIANO";2157;;2100;;61;"MSI";"31"
"LOMBARDIA";"TREVIGLIO";"CIVIDATE AL PIANO";2157;;2100;;61;"PSDI";"72"
"LOMBARDIA";"TREVIGLIO";"CIVIDATE AL PIANO";2157;;2100;;61;"PRI";"25"
"LOMBARDIA";"TREVIGLIO";"COLOGNO AL SERIO";3571;;3504;;89;"PCI-PSIUP";"286"
"LOMBARDIA";"TREVIGLIO";"COLOGNO AL SERIO";3571;;3504;;89;"DC";"2318"
"LOMBARDIA";"TREVIGLIO";"COLOGNO AL SERIO";3571;;3504;;89;"PLI";"76"
"LOMBARDIA";"TREVIGLIO";"COLOGNO AL SERIO";3571;;3504;;89;"PSI";"402"
"LOMBARDIA";"TREVIGLIO";"COLOGNO AL SERIO";3571;;3504;;89;"MSI";"115"
"LOMBARDIA";"TREVIGLIO";"COLOGNO AL SERIO";3571;;3504;;89;"PSDI";"127"
"LOMBARDIA";"TREVIGLIO";"COLOGNO AL SERIO";3571;;3504;;89;"PRI";"26"
"LOMBARDIA";"TREVIGLIO";"COMUN NUOVO";1126;;1100;;30;"PCI-PSIUP";"102"
"LOMBARDIA";"TREVIGLIO";"COMUN NUOVO";1126;;1100;;30;"DC";"787"
"LOMBARDIA";"TREVIGLIO";"COMUN NUOVO";1126;;1100;;30;"PLI";"17"
"LOMBARDIA";"TREVIGLIO";"COMUN NUOVO";1126;;1100;;30;"PSI";"106"
"LOMBARDIA";"TREVIGLIO";"COMUN NUOVO";1126;;1100;;30;"MSI";"14"
"LOMBARDIA";"TREVIGLIO";"COMUN NUOVO";1126;;1100;;30;"PSDI";"31"
"LOMBARDIA";"TREVIGLIO";"COMUN NUOVO";1126;;1100;;30;"PRI";"5"
"LOMBARDIA";"TREVIGLIO";"CORTENUOVA";641;;620;;17;"PCI-PSIUP";"101"
"LOMBARDIA";"TREVIGLIO";"CORTENUOVA";641;;620;;17;"DC";"390"
"LOMBARDIA";"TREVIGLIO";"CORTENUOVA";641;;620;;17;"PLI";"5"
"LOMBARDIA";"TREVIGLIO";"CORTENUOVA";641;;620;;17;"PSI";"61"
"LOMBARDIA";"TREVIGLIO";"CORTENUOVA";641;;620;;17;"MSI";"7"
"LOMBARDIA";"TREVIGLIO";"CORTENUOVA";641;;620;;17;"PSDI";"25"
"LOMBARDIA";"TREVIGLIO";"CORTENUOVA";641;;620;;17;"PRI";"3"
"LOMBARDIA";"TREVIGLIO";"COVO";1362;;1314;;46;"PCI-PSIUP";"256"
"LOMBARDIA";"TREVIGLIO";"COVO";1362;;1314;;46;"DC";"811"
"LOMBARDIA";"TREVIGLIO";"COVO";1362;;1314;;46;"PLI";"34"
"LOMBARDIA";"TREVIGLIO";"COVO";1362;;1314;;46;"PSI";"88"
"LOMBARDIA";"TREVIGLIO";"COVO";1362;;1314;;46;"MSI";"24"
"LOMBARDIA";"TREVIGLIO";"COVO";1362;;1314;;46;"PSDI";"35"
"LOMBARDIA";"TREVIGLIO";"COVO";1362;;1314;;46;"PRI";"8"
"LOMBARDIA";"TREVIGLIO";"DALMINE";8248;;8074;;202;"PCI-PSIUP";"1033"
"LOMBARDIA";"TREVIGLIO";"DALMINE";8248;;8074;;202;"DC";"4574"
"LOMBARDIA";"TREVIGLIO";"DALMINE";8248;;8074;;202;"PLI";"213"
"LOMBARDIA";"TREVIGLIO";"DALMINE";8248;;8074;;202;"PSI";"1227"
"LOMBARDIA";"TREVIGLIO";"DALMINE";8248;;8074;;202;"MSI";"206"
"LOMBARDIA";"TREVIGLIO";"DALMINE";8248;;8074;;202;"PSDI";"390"
"LOMBARDIA";"TREVIGLIO";"DALMINE";8248;;8074;;202;"PRI";"118"
"LOMBARDIA";"TREVIGLIO";"FARA GERA D'ADDA";2772;;2686;;64;"PCI-PSIUP";"389"
"LOMBARDIA";"TREVIGLIO";"FARA GERA D'ADDA";2772;;2686;;64;"DC";"1486"
"LOMBARDIA";"TREVIGLIO";"FARA GERA D'ADDA";2772;;2686;;64;"PLI";"84"
"LOMBARDIA";"TREVIGLIO";"FARA GERA D'ADDA";2772;;2686;;64;"PSI";"361"
"LIGURIA";"SAVONA";"PONTINVREA";461;;430;;25;"PSDI";"69"
"ABRUZZO";"L'AQUILA-SULMONA";"BARETE";513;;453;;7;"MSI";"20"
"ABRUZZO";"L'AQUILA-SULMONA";"BARETE";513;;453;;7;"PRI";"1"
"ABRUZZO";"L'AQUILA-SULMONA";"BARETE";513;;453;;7;"PCI-PSIUP";"147"
"ABRUZZO";"L'AQUILA-SULMONA";"BARISCIANO";1625;;1165;;18;"DC";"627"
"VENETO";"CHIOGGIA";"MIRA";19038;;18552;;485;"PSI";"2198"
"TRENTINO-ALTO ADIGE";"ROVERETO";"PIEVE DI LEDRO";262;;259;;4;"PSI";"11"
"VENETO";"CITTADELLA";"CURTAROLO";2962;;2852;;76;"PSI";"205"
"VENETO";"CITTADELLA";"CURTAROLO";2962;;2852;;76;"DC";"1865"
"VENETO";"CITTADELLA";"FONTANIVA";3857;;3724;;123;"PCI-PSIUP";"570"
"PIEMONTE";"ASTI";"PIOVA' MASSAIA";535;;511;;28;"PLI";"32"
"PIEMONTE";"ASTI";"PIOVA' MASSAIA";535;;511;;28;"PCI-PSIUP";"47"
"PIEMONTE";"ASTI";"PIOVA' MASSAIA";535;;511;;28;"DC";"249"
"PIEMONTE";"ASTI";"PIOVA' MASSAIA";535;;511;;28;"PSDI";"25"
"PIEMONTE";"ASTI";"PIOVA' MASSAIA";535;;511;;28;"MSI";"75"
"PIEMONTE";"ASTI";"PORTACOMARO";1269;;1221;;59;"PRI";"20"
"PIEMONTE";"ASTI";"PORTACOMARO";1269;;1221;;59;"PSI";"128"
"PIEMONTE";"ASTI";"PORTACOMARO";1269;;1221;;59;"PLI";"44"
"PIEMONTE";"ASTI";"PORTACOMARO";1269;;1221;;59;"PCI-PSIUP";"338"
"PIEMONTE";"ASTI";"PORTACOMARO";1269;;1221;;59;"DC";"536"
"PIEMONTE";"ASTI";"PORTACOMARO";1269;;1221;;59;"PSDI";"55"
"PIEMONTE";"ASTI";"PORTACOMARO";1269;;1221;;59;"MSI";"29"
"PIEMONTE";"ASTI";"REFRANCORE";1095;;1027;;57;"PRI";"25"
"PIEMONTE";"ASTI";"REFRANCORE";1095;;1027;;57;"PSI";"118"
"PIEMONTE";"ASTI";"REFRANCORE";1095;;1027;;57;"PLI";"28"
"PIEMONTE";"ASTI";"REFRANCORE";1095;;1027;;57;"PCI-PSIUP";"227"
"PIEMONTE";"ASTI";"REFRANCORE";1095;;1027;;57;"DC";"457"
"PIEMONTE";"ASTI";"REFRANCORE";1095;;1027;;57;"PSDI";"82"
"PIEMONTE";"ASTI";"REFRANCORE";1095;;1027;;57;"MSI";"18"
"PIEMONTE";"ASTI";"REVIGLIASCO D'ASTI";546;;523;;27;"PRI";"6"
"PIEMONTE";"ASTI";"REVIGLIASCO D'ASTI";546;;523;;27;"PSI";"19"
"PIEMONTE";"ASTI";"REVIGLIASCO D'ASTI";546;;523;;27;"PLI";"69"
"PIEMONTE";"ASTI";"REVIGLIASCO D'ASTI";546;;523;;27;"PCI-PSIUP";"54"
"PIEMONTE";"ASTI";"REVIGLIASCO D'ASTI";546;;523;;27;"DC";"311"
"PIEMONTE";"ASTI";"REVIGLIASCO D'ASTI";546;;523;;27;"PSDI";"19"
"PIEMONTE";"ASTI";"REVIGLIASCO D'ASTI";546;;523;;27;"MSI";"6"
"PIEMONTE";"ASTI";"ROATTO";287;;266;;9;"PRI";"5"
"PIEMONTE";"ASTI";"ROATTO";287;;266;;9;"PSI";"5"
"PIEMONTE";"ASTI";"ROATTO";287;;266;;9;"PLI";"14"
"PIEMONTE";"ASTI";"ROATTO";287;;266;;9;"PCI-PSIUP";"20"
"PIEMONTE";"ASTI";"ROATTO";287;;266;;9;"DC";"186"
"PIEMONTE";"ASTI";"ROATTO";287;;266;;9;"PSDI";"8"
"PIEMONTE";"ASTI";"ROATTO";287;;266;;9;"MSI";"13"
"PIEMONTE";"ASTI";"ROBELLA";502;;472;;23;"PRI";"9"
"PIEMONTE";"ASTI";"ROBELLA";502;;472;;23;"PSI";"21"
"PIEMONTE";"ASTI";"ROBELLA";502;;472;;23;"PLI";"21"
"PIEMONTE";"ASTI";"ROBELLA";502;;472;;23;"PCI-PSIUP";"75"
"PIEMONTE";"ASTI";"ROBELLA";502;;472;;23;"DC";"226"
"PIEMONTE";"ASTI";"ROBELLA";502;;472;;23;"PSDI";"75"
"PIEMONTE";"ASTI";"ROBELLA";502;;472;;23;"MSI";"17"
"PIEMONTE";"ASTI";"ROCCA D'ARAZZO";866;;829;;30;"PRI";"13"
"PIEMONTE";"ASTI";"ROCCA D'ARAZZO";866;;829;;30;"PSI";"44"
"PIEMONTE";"ASTI";"ROCCA D'ARAZZO";866;;829;;30;"PLI";"28"
"PIEMONTE";"ASTI";"ROCCA D'ARAZZO";866;;829;;30;"PCI-PSIUP";"203"
"PIEMONTE";"ASTI";"ROCCA D'ARAZZO";866;;829;;30;"DC";"427"
"PIEMONTE";"ASTI";"ROCCA D'ARAZZO";866;;829;;30;"PSDI";"52"
"PIEMONTE";"ASTI";"ROCCA D'ARAZZO";866;;829;;30;"MSI";"24"
"PIEMONTE";"ASTI";"ROCCHETTA TANARO";1227;;1180;;60;"PRI";"14"
"PIEMONTE";"ASTI";"ROCCHETTA TANARO";1227;;1180;;60;"PSI";"129"
"PIEMONTE";"ASTI";"ROCCHETTA TANARO";1227;;1180;;60;"PLI";"46"
"PIEMONTE";"ASTI";"ROCCHETTA TANARO";1227;;1180;;60;"PCI-PSIUP";"397"
"PIEMONTE";"ASTI";"ROCCHETTA TANARO";1227;;1180;;60;"DC";"400"
"PIEMONTE";"ASTI";"ROCCHETTA TANARO";1227;;1180;;60;"PSDI";"83"
"PIEMONTE";"ASTI";"ROCCHETTA TANARO";1227;;1180;;60;"MSI";"35"
"PIEMONTE";"ASTI";"SAN DAMIANO D'ASTI";4641;;4441;;193;"PRI";"600"
"PIEMONTE";"ASTI";"SAN DAMIANO D'ASTI";4641;;4441;;193;"PSI";"149"
"PIEMONTE";"ASTI";"SAN DAMIANO D'ASTI";4641;;4441;;193;"PLI";"193"
"PIEMONTE";"ASTI";"SAN DAMIANO D'ASTI";4641;;4441;;193;"PCI-PSIUP";"420"
"PIEMONTE";"ASTI";"SAN DAMIANO D'ASTI";4641;;4441;;193;"DC";"2580"
"PIEMONTE";"ASTI";"SAN DAMIANO D'ASTI";4641;;4441;;193;"PSDI";"162"
"SARDEGNA";"NUORO";"OTTANA";1149;;966;;36;"PSDI-PRI";"33"
"SARDEGNA";"NUORO";"OTTANA";1149;;966;;36;"PSI";"71"
"SARDEGNA";"NUORO";"OTTANA";1149;;966;;36;"PLI";"25"
"SARDEGNA";"NUORO";"OTTANA";1149;;966;;36;"MSI";"53"
"SARDEGNA";"NUORO";"OTTANA";1149;;966;;36;"PCI-PSIUP-PS.D'AZ.";"184"
"SARDEGNA";"NUORO";"OVODDA";1069;;970;;24;"DC";"401"
"SARDEGNA";"NUORO";"OVODDA";1069;;970;;24;"PSDI-PRI";"89"
"SARDEGNA";"NUORO";"OVODDA";1069;;970;;24;"PSI";"67"
"SARDEGNA";"NUORO";"OVODDA";1069;;970;;24;"PLI";"16"
"SARDEGNA";"NUORO";"OVODDA";1069;;970;;24;"MSI";"32"
"SARDEGNA";"NUORO";"OVODDA";1069;;970;;24;"PCI-PSIUP-PS.D'AZ.";"323"
"SARDEGNA";"NUORO";"PERDASDEFOGU";1471;;1315;;21;"DC";"673"
"SARDEGNA";"NUORO";"PERDASDEFOGU";1471;;1315;;21;"PSDI-PRI";"66"
"SARDEGNA";"NUORO";"PERDASDEFOGU";1471;;1315;;21;"PSI";"144"
"SARDEGNA";"NUORO";"PERDASDEFOGU";1471;;1315;;21;"PLI";"23"
"SARDEGNA";"NUORO";"PERDASDEFOGU";1471;;1315;;21;"MSI";"145"
"SARDEGNA";"NUORO";"PERDASDEFOGU";1471;;1315;;21;"PCI-PSIUP-PS.D'AZ.";"205"
"SARDEGNA";"NUORO";"POSADA";750;;664;;4;"DC";"254"
"SARDEGNA";"NUORO";"POSADA";750;;664;;4;"PSDI-PRI";"78"
"SARDEGNA";"NUORO";"POSADA";750;;664;;4;"PSI";"39"
"SARDEGNA";"NUORO";"POSADA";750;;664;;4;"PLI";"8"
"SARDEGNA";"NUORO";"POSADA";750;;664;;4;"MSI";"57"
"SARDEGNA";"NUORO";"POSADA";750;;664;;4;"PCI-PSIUP-PS.D'AZ.";"216"
"SARDEGNA";"NUORO";"SADALI";731;;661;;11;"DC";"368"
"SARDEGNA";"NUORO";"SADALI";731;;661;;11;"PSDI-PRI";"5"
"SARDEGNA";"NUORO";"SADALI";731;;661;;11;"PSI";"22"
"SARDEGNA";"NUORO";"SADALI";731;;661;;11;"PLI";"3"
"SARDEGNA";"NUORO";"SADALI";731;;661;;11;"MSI";"10"
"SARDEGNA";"NUORO";"SADALI";731;;661;;11;"PCI-PSIUP-PS.D'AZ.";"237"
"SARDEGNA";"NUORO";"SAGAMA";259;;195;;2;"DC";"94"
"SARDEGNA";"NUORO";"SAGAMA";259;;195;;2;"PSDI-PRI";"8"
"SARDEGNA";"NUORO";"SAGAMA";259;;195;;2;"PSI";"2"
"SARDEGNA";"NUORO";"SAGAMA";259;;195;;2;"PLI";"5"
"SARDEGNA";"NUORO";"SAGAMA";259;;195;;2;"MSI";"10"
"SARDEGNA";"NUORO";"SAGAMA";259;;195;;2;"PCI-PSIUP-PS.D'AZ.";"71"
"SARDEGNA";"NUORO";"SAN TEODORO";979;;876;;66;"DC";"350"
"SARDEGNA";"NUORO";"SAN TEODORO";979;;876;;66;"PSDI-PRI";"38"
"SARDEGNA";"NUORO";"SAN TEODORO";979;;876;;66;"PSI";"124"
"SARDEGNA";"NUORO";"SAN TEODORO";979;;876;;66;"PLI";"12"
"SARDEGNA";"NUORO";"SAN TEODORO";979;;876;;66;"MSI";"58"
"SARDEGNA";"NUORO";"SAN TEODORO";979;;876;;66;"PCI-PSIUP-PS.D'AZ.";"200"
"SARDEGNA";"NUORO";"SARULE";1436;;1199;;34;"DC";"477"
"SARDEGNA";"NUORO";"SARULE";1436;;1199;;34;"PSDI-PRI";"127"
"SARDEGNA";"NUORO";"SARULE";1436;;1199;;34;"PSI";"120"
"SARDEGNA";"NUORO";"SARULE";1436;;1199;;34;"PLI";"26"
"SARDEGNA";"NUORO";"SARULE";1436;;1199;;34;"MSI";"38"
"SARDEGNA";"NUORO";"SARULE";1436;;1199;;34;"PCI-PSIUP-PS.D'AZ.";"348"
"SARDEGNA";"NUORO";"SCANO DI MONTIFERRO";1601;;1411;;33;"DC";"771"
"SARDEGNA";"NUORO";"SCANO DI MONTIFERRO";1601;;1411;;33;"PSDI-PRI";"15"
"SARDEGNA";"NUORO";"SCANO DI MONTIFERRO";1601;;1411;;33;"PSI";"52"
"SARDEGNA";"NUORO";"SCANO DI MONTIFERRO";1601;;1411;;33;"PLI";"50"
"SARDEGNA";"NUORO";"SCANO DI MONTIFERRO";1601;;1411;;33;"MSI";"85"
"SARDEGNA";"NUORO";"SCANO DI MONTIFERRO";1601;;1411;;33;"PCI-PSIUP-PS.D'AZ.";"364"
"SARDEGNA";"NUORO";"SENNARIOLO";223;;182;;12;"DC";"95"
"SARDEGNA";"NUORO";"SENNARIOLO";223;;182;;12;"PSDI-PRI";"2"
"SARDEGNA";"NUORO";"SENNARIOLO";223;;182;;12;"PSI";"9"
"SARDEGNA";"NUORO";"SENNARIOLO";223;;182;;12;"PLI";"5"
"SARDEGNA";"NUORO";"SENNARIOLO";223;;182;;12;"MSI";"24"
"SARDEGNA";"NUORO";"SENNARIOLO";223;;182;;12;"PCI-PSIUP-PS.D'AZ.";"28"
"SARDEGNA";"NUORO";"SERRI";521;;456;;13;"DC";"235"
"SARDEGNA";"NUORO";"SERRI";521;;456;;13;"PSDI-PRI";"22"
"SARDEGNA";"NUORO";"SERRI";521;;456;;13;"PSI";"32"
"SARDEGNA";"NUORO";"SERRI";521;;456;;13;"PLI";"29"
"SARDEGNA";"NUORO";"SERRI";521;;456;;13;"MSI";"55"
"SARDEGNA";"NUORO";"SERRI";521;;456;;13;"PCI-PSIUP-PS.D'AZ.";"62"
"SARDEGNA";"NUORO";"SEUI";1498;;1202;;23;"DC";"527"
