"REGIONE";"COLLEGIO";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"PIEMONTE";"IVREA";"PEROSA CANAVESE";339;;321;;12;"DC";"189"
"PIEMONTE";"IVREA";"PEROSA CANAVESE";339;;321;;12;"BLOCCO NAZIONALE";"7"
"PIEMONTE";"IVREA";"PEROSA CANAVESE";339;;321;;12;"P.CONTADINI D'ITALIA";"49"
"UMBRIA";"ORVIETO";"GIOVE";1044;;997;;19;"PRI";"67"
"UMBRIA";"ORVIETO";"GIOVE";1044;;997;;19;"DC";"378"
"UMBRIA";"ORVIETO";"GIOVE";1044;;997;;19;"IND";"48"
"UMBRIA";"ORVIETO";"GIOVE";1044;;997;;19;"UNITA' SOCIALISTA";"45"
"UMBRIA";"ORVIETO";"GUARDEA";1282;;1238;;22;"SOCIALCOMUNISTI";"129"
"UMBRIA";"ORVIETO";"GUARDEA";1282;;1238;;22;"PRI";"87"
"UMBRIA";"ORVIETO";"GUARDEA";1282;;1238;;22;"DC";"536"
"UMBRIA";"ORVIETO";"GUARDEA";1282;;1238;;22;"IND";"337"
"UMBRIA";"ORVIETO";"GUARDEA";1282;;1238;;22;"UNITA' SOCIALISTA";"51"
"UMBRIA";"ORVIETO";"LUGNANO IN TEVERINA";1137;;1091;;44;"SOCIALCOMUNISTI";"399"
"PIEMONTE";"NOVARA";"BORGOLAVEZZARO";1762;;1690;;31;"UNITA' SOCIALISTA";"137"
"PIEMONTE";"NOVARA";"BORGOLAVEZZARO";1762;;1690;;31;"BLOCCO NAZIONALE";"51"
"PIEMONTE";"NOVARA";"BORGOLAVEZZARO";1762;;1690;;31;"P.CONTADINI D'ITALIA";"11"
"PIEMONTE";"NOVARA";"BORGOMANERO";9210;;8502;;273;"SOCIALCOMUNISTI";"2059"
"PIEMONTE";"NOVARA";"BORGOMANERO";9210;;8502;;273;"DC";"5196"
"PIEMONTE";"NOVARA";"BORGOMANERO";9210;;8502;;273;"UNITA' SOCIALISTA";"586"
"PIEMONTE";"NOVARA";"BORGOMANERO";9210;;8502;;273;"BLOCCO NAZIONALE";"192"
"PIEMONTE";"NOVARA";"BORGOMANERO";9210;;8502;;273;"P.CONTADINI D'ITALIA";"36"
"PIEMONTE";"NOVARA";"BORGO TICINO";1355;;1250;;46;"SOCIALCOMUNISTI";"582"
"PIEMONTE";"NOVARA";"BORGO TICINO";1355;;1250;;46;"DC";"448"
"PIEMONTE";"NOVARA";"BORGO TICINO";1355;;1250;;46;"UNITA' SOCIALISTA";"99"
"PIEMONTE";"NOVARA";"BORGO TICINO";1355;;1250;;46;"BLOCCO NAZIONALE";"20"
"PIEMONTE";"NOVARA";"BORGO TICINO";1355;;1250;;46;"P.CONTADINI D'ITALIA";"9"
"PIEMONTE";"NOVARA";"BRIONA";932;;906;;24;"SOCIALCOMUNISTI";"460"
"PIEMONTE";"NOVARA";"BRIONA";932;;906;;24;"DC";"300"
"PIEMONTE";"NOVARA";"BRIONA";932;;906;;24;"UNITA' SOCIALISTA";"67"
"PIEMONTE";"NOVARA";"BRIONA";932;;906;;24;"BLOCCO NAZIONALE";"7"
"PIEMONTE";"NOVARA";"BRIONA";932;;906;;24;"P.CONTADINI D'ITALIA";"9"
"PIEMONTE";"NOVARA";"CALTIGNAGA";1225;;1188;;29;"SOCIALCOMUNISTI";"581"
"PIEMONTE";"NOVARA";"CALTIGNAGA";1225;;1188;;29;"DC";"445"
"PIEMONTE";"NOVARA";"CALTIGNAGA";1225;;1188;;29;"UNITA' SOCIALISTA";"103"
"PIEMONTE";"NOVARA";"CALTIGNAGA";1225;;1188;;29;"BLOCCO NAZIONALE";"5"
